_key,killedUsingWeapon,hasIBCCode
3642,gunfire,m1079-nz2430
3643,gunfire,m1080-bk2551
3644,gunfire,m1081-hn2624
3645,drive-by shooting,m1063-xf2462
3646, machine-gun fire,m1063-xf2462
3647,drive-by shooting,m1063-ef2587
3648, machine-gun fire,m1063-ef2587
3649,gunfire,m1066-df2656
3650,gunfire,m1051-sz2669
3651,gunfire,m1054-ue2466
3652,gunfire,m1035-bn2498
3653,drive-by shooting,m1032-nm2506
3654,gunfire,m1023-es2534
3655,gunfire,m1018-vu2584
3656,gunfire,m1011-ke2430
3657,gunfire,m1005-hr2637
3658,gunfire,m1006-bc2620
3659,hand grenades,m981-hd2480
3660,hand grenades,m981-fw2501
3661,two bombs,m973-xk2506
3662,gunfire,m965-nh2545
3663,gunfire,m966-nk2619
3664,machine-gun fire,m1024-sr2605
3665, executed,m1024-sr2605
3666,machine-gun fire,m1024-zc2651
3667, executed,m1024-zc2651
3668,machine-gun fire,m1024-sw2592
3669, executed,m1024-sw2592
3670,machine-gun fire,m1024-zm2577
3671, executed,m1024-zm2577
3672,machine-gun fire,m1024-xr2522
3673, executed,m1024-xr2522
3674,roadside bomb,m960-nm2482
3675, while being diffused,m960-nm2482
3676,gunfire,m950-zc2659
3677,drive-by shooting,m936-sx2585
3678,drive-by shooting,m925-bd2629
3679,drive-by shooting,m925-nz2446
3680,gunfire,m915-hw2555
3681,gunfire,m892-kh2548
3682,gunfire,m877-nd2628
3683, executed,m877-nd2628
3684,gunfire,m865-bv2585
3685,pistol-fire,m867-hz2514
3686,drive-by shooting,m870-kf2518
3687,roadside bomb and gunfire,m833-eb2617
3688,gunfire,m828-ec2442
3689,gunfire,m817-uc2620
3690,magnetic bomb,m822-dz2633
3691,gunfire,m816-hs2604
3692,gunfire,m810-bx2585
3693,gunfire,m805-hz2522
3694,gunfire,m806-bz2651
3695,gunfire,m774-ur2510
3696,gunfire,m777-em2556
3697,gunfire,m767-fe2579
3698,drive-by shooting,m760-hw2595
3699,roadside bomb,m737-sk2615
3700,gunfire,m728-nx2644
3701,roadside bomb,m731-sx2553
3702,roadside bomb,m731-ed2572
3703,magnetic bomb,m723-kd2648
3704,gunfire,m718-ke2470
3705,drive-by shooting,m724-bd2661
3706, machine guns,m724-bd2661
3707,gunfire,m707-nb2454
3708,gunfire,m691-dz2617
3709,gunfire,m696-dw2609
3710,gunfire,m703-db2434
3711,gunfire,m669-dn2548
3712,suicide bomber detonating himself,m672-sa2510
3713,stabbed several times,m673-vm2569
3714,gunfire,m655-bk2591
3715,gunfire,m659-zn2560
3716,roadside bomb,m649-xa2621
3717,gunfire,m642-uc2628
3718, executed,m642-uc2628
3719,magnetic bomb,m636-fd2228
3720,gunfire,m637-hc2183
3721,gunfire,m631-nv2247
3722,gunfire,m619-dv2275
3723,gunfire,m625-kv2185
3724,gunfire,m612-bx2233
3725,head smashed in,m614-sv2271
3726,drive-by shooting,m609-hd2240
3727,drive-by shooting,m610-fw2229
3728,gunfire,m600-dm2215
3729,tortured and executed with gunshot wounds to the head,m1490-hd2456
3730,grenade,m572-hd2232
3731,drive-by shooting,m576-zw2197
3732, automatic weapons,m576-zw2197
3733,gunfire,m562-bn2298
3734,gunfire,m556-es2334
3735,gunfire,m542-bu2366
3736,gunfire,m535-nd2188
3737,gunfire,m527-vn2279
3738,gunfire,m524-ua2275
3739,gunfire,m514-dz2201
3740,magnetic bomb,m516-xe2263
3741,gunfire,m517-xa2197
3742, executed,m517-xa2197
3743,gunfire,m517-ea2208
3744, executed,m517-ea2208
3745,gunfire,m495-hc2159
3746,magnetic bomb,m479-xc2338
3747,gunfire,m476-xr2346
3748,drive-by shooting,m465-ed2276
3749,gunfire,m462-hn2168
3750,gunfire,m445-vn2271
3751,gunfire,m436-hd2280
3752,gunfire,m428-nh2273
3753,gunfire,m421-eu2229
3754,magnetic bomb,m422-sc2302
3755,gunfire,m418-sa2294
3756,drive-by shooting,m419-vs2171
3757, machine-gun fire,m419-vs2171
3758,gunfire,m414-xr2290
3759,gunfire,m415-uw2159
3760,gunfire,m406-bd2197
3761,magnetic bomb,m402-kb2386
3762,magnetic bomb,m397-hw2283
3763,gunfire,m396-bc2196
3764,gunfire,m392-xv2402
3765,gunfire,m383-ua2227
3766,gunfire,m384-ds2184
3767,suicide bomber detonating himself,m385-db2354
3768,gunfire or magnetic bomb,m368-ev2168
3769,machine-gun fire,m372-xa2181
3770,gunfire,m354-hd2272
3771,gunfire,m358-bx2265
3772,gunfire,m333-sc2294
3773,suicide bomber detonating vest,m323-nf2263
3774,drive-by shooting,m319-kv2209
3775,roadside bomb,m309-zs2172
3776,three roadside bombs,m282-eu2245
3777,gunfire,m273-zc2179
3778,machine-gun fire,m256-ka2204
3779,gunfire,m240-vn2247
3780,gunfire,m241-ve2181
3781,gunfire,m244-dh2378
3782,machine-gun fire,d10492-es2798
3783,stabbed,m218-bx2281
3784,gunfire,m211-hv2203
3785,gunfire,m210-ns2272
3786,gunfire,m201-sw2224
3787,gunfire,m176-fe2275
3788, executed,m176-fe2275
3789,gunfire,m176-hn2200
3790, executed,m176-hn2200
3791,gunfire,m180-sd2171
3792,roadside bomb or rocket,m191-ur2302
3793,gunfire,m172-nx2204
3794,pistol,d10483-bd2869
3795,magnetic bomb,m148-bw2235
3796,machine-gun fire,m139-bn2378
3797,gunfire,m131-xc2394
3798,gunfire,m112-ed2204
3799,vehicle overturned,m108-nz2302
3800,car bombs,k19823-nw2237
3801,gunfire,k19816-hm2358
3802,gunfire,k19816-fz2223
3803,drive-by shooting,k19812-bx2169
3804,magnetic bomb attached to car,k19803-hc2239
3805,gunfire,k19797-nh2185
3806,gunfire,k19798-bh2168
3807,gunfire,k19795-kw2247
3808,gunfire,k19792-hv2251
3809,gunfire,k19792-xm2417
3810,magnetic bomb attached to car,k19790-sc2390
3811,magnetic bomb attached to car,k19790-nm2378
3812,gunfire,k19785-vs2259
3813,drive-by shooting,k19780-dc2213
3814,car bombs,k19773-sd2283
3815, roadside bomb,k19773-sd2283
3816,magnetic bomb,d8933-bh2656
3817,gunfire,k19763-bd2237
3818, burnt,k19763-bd2237
3819,bomb in house,k19757-nf2167
3820,bomb in house,k19757-ka2244
3821,gunfire,k19752-nv2175
3822,gunfire,k19746-kr2183
3823,gunfire,k19735-dw2281
3824,gunfire,k19723-sv2215
3825, executed,k19723-sv2215
3826,drive-by shooting,m101-nb2310
3827, machine-gun fire,m101-nb2310
3828,roadside bomb or motorcycle bomb,m082-xa2277
3829,gunfire,m057-dn2212
3830,drive-by shooting,m061-bz2235
3831,roadside bomb,k19709-ke2318
3832, died later of injuries,k19709-ke2318
3833,gunfire,k19715-fe2179
3834,gunfire,k19715-hn2232
3835,drive-by shooting,k19708-nw2245
3836,gunfire,k19703-bc2252
3837,drive-by shooting,k19696-eb2273
3838,roadside bomb,k19698-vn2207
3839,roadside bomb,k19698-xw2268
3840,gunfire,k19699-ve2285
3841,gunfire,k19685-bz2259
3842,-,k19681-fd2196
3843,gunfire,k19680-hu2213
3844,gunfire,k19691-sf2260
3845,gunfire,k19675-sa2358
3846,gunfire,k19675-vs2235
3847,gunfire or knives,k19667-sk2247
3848,gunfire,k19664-dc2189
3849,gunfire,k19648-db2290
3850,gunfire,k19648-vn2167
3851,gunfire,k19645-zw2237
3852,gunfire,k19649-ve2229
3853,roadside bombs,k19633-fb2406
3854,gunfire,k19635-hz2394
3855,magnetic bomb attached to car,k19629-kx2213
3856,gunfire,k19620-xn2185
3857,gunfire,m036-ed2212
3858,gunfire,m025-xa2269
3859,drive-by shooting,m027-ea2280
3860,stabbed,k19603-fm2264
3861,gunfire,k19600-nv2207
3862,gunfire,k19601-fn2338
3863,gunfire,k19594-zw2229
3864,gunfire,k19594-sb2302
3865,gunfire,k19594-ua2171
3866,gunfire,k19588-xa2253
3867,gunfire,k19581-sd2227
3868,tortured,k19602-hx2281
3869, executed,k19602-hx2281
3870,gunfire,k19575-hf2346
3871,gunfire and/or stabbed,k19577-fe2219
3872,drive-by shooting,k19578-hn2256
3873,roadside bomb,k19579-zn2184
3874,gunfire,k19570-xf2318
3875,gunfire,k19570-ef2187
3876,gunfire,k19570-df2224
3877,gunfire,k19570-eh2241
3878,gunfire,k19571-xm2281
3879,gunfire,k19580-kb2338
3880,gunfire,k19580-xb2211
3881,gunfire,k19568-ve2245
3882,car bomb,k19585-sc2382
3883,grenade,m016-hc2263
3884,drive-by shooting,m019-bz2275
3885,gunfire,m011-ns2216
3886,drive-by shooting,m012-hv2259
3887,gunfire,m013-xd2390
3888,Gunfire,m006-xn2161
3889, mutilation,m006-xn2161
3890,drive-by shooting,m007-em2180
3891,tortured,d8239-xu2264
3892,drive-by shooting,k19530-nv2191
3893,stabbed,k19533-hx2265
3894,gunfire,k19526-kz2203
3895,gunfire,k19527-bu2326
3896,gunfire,k19513-fz2295
3897,bomb at house,k19502-sr2405
3898,roadside bomb,m004-ds2232
3899,gunfire,k19504-xu2400
3900,gunfire,k19505-eu2389
3901,bomb under car,d8008-kf2374
3902,gunfire,k19478-ue2274
3903,gunfire,k19478-dz2345
3904,gunfire,k19478-zs2324
3905,gunfire,k19480-za2286
3906,gunfire,k19475-sv2399
3907,gunfire,k19475-zv2278
3908,bomb at house,k19452-sr2413
3909,bombs at house,k19461-uz2389
3910,car bomb and roadside bomb,k19465-xc2194
3911,bomb near house,k19472-ck2376
3912,bomb near house,k19472-fv2365
3913,gunfire,k19446-eb2321
3914,bomb in house,k19438-dz2337
3915,gunfire,k19439-za2278
3916,gunfire,d8006-bz2243
3917,died under torture,k19423-fb2174
3918,gunfire,k19424-fd2372
3919,drive-by shooting,k19426-hz2178
3920,drive-by shooting,k19426-bz2307
3921,gunfire,k19413-nm2162
3922,drive-by shooting,k19417-ux2380
3923,drive-by shooting,k19402-dc2397
3924,-,k19404-xn2385
3925,machine-gun fire,k19405-em2404
3926,machine-gun fire,k19405-sk2327
3927,machine-gun fire,k19405-es2206
3928,machine-gun fire,k19405-sr2389
3929,machine-gun fire,k19405-zc2339
3930,gunfire,k19395-hf2250
3931,gunfire,k19397-zn2408
3932,drive-by shooting,k19398-sd2323
3933,shells from military helicopter,k19399-zu2194
3934,gunfire,d8011-bx2177
3935,gunfire,k19387-nv2359
3936,gunfire,k19379-eh2337
3937,beheaded or throats cut,k19369-ue2258
3938, executed,k19369-ue2258
3939,beheaded or throats cut,k19369-dz2329
3940, executed,k19369-dz2329
3941,beheaded or throats cut,k19369-zs2340
3942, executed,k19369-zs2340
3943,gunfire,k19374-dw2321
3944,landmine,k19357-dn2388
3945,gunfire,k19348-fe2371
3946,gunfire,k19349-hn2296
3947,tortured,d8238-vs2211
3948,gunfire,k19342-kz2363
3949,gunfire,k19339-nd2308
3950,gunfire,k19339-kr2359
3951,gunfire,d7988-ux2188
3952,gunfire,d7988-kw2223
3953,car bomb,k19333-sf2324
3954,car bomb,k19333-zw2341
3955,car bomb or magnetic bomb,k19303-zn2360
3956,gunfire,k19318-sc2174
3957,gunfire,k19318-nm2210
3958,drive-by shooting,k19294-nw2333
3959,drive-by shooting,k19289-hx2337
3960,gunfire,k19283-xz2328
3961,gunfire,k19280-nd2332
3962,gunfire,k19281-kr2399
3963,gunfire,k19278-zs2292
3964,magnetic bomb attached to car,k19276-hm2198
3965,bomb at house,k19264-fd2396
3966,gunfire,d7982-su2196
3967, executed,d7982-su2196
3968,gunfire,d7982-eu2213
3969, executed,d7982-eu2213
3970,gunfire,d7982-sc2414
3971, executed,d7982-sc2414
3972,gunfire,k19263-kw2343
3973,tortured,d8240-vm2281
3974,suicide bomber or suicide car bomb,k19237-hf2258
3975,suicide bomber or suicide car bomb,k19237-fe2387
3976,suicide bomber or suicide car bomb,k19237-hn2344
3977,suicide bomber or suicide car bomb,k19237-zn2352
3978,suicide bomber or suicide car bomb,k19237-sd2315
3979,bomb at house,k19233-xd2198
3980,bomb at house,k19233-kx2397
3981,drive-by shooting,k19225-xu2352
3982,gunfire,k19227-xc2186
3983,gunfire,k19229-nm2194
3984,gunfire,k19212-nz2286
3985,gunfire,k19208-dv2363
3986,gunfire,k19210-dz2289
3987,gunfire,k19205-zv2238
3988,drive-by shooting,k19204-uc2308
3989,bombs at house,k19199-bv2297
3990,roadside bombs,k19172-db2194
3991,roadside bombs,k19172-vn2327
3992,roadside bombs,k19172-xw2404
3993,roadside bombs,k19172-xf2206
3994,bomb at house,k19173-eh2385
3995,bomb at house,k19173-dh2202
3996,magnetic bomb attached to car,k19165-bd2365
3997,drive-by shooting,k19163-kd2368
3998,gunfire,k19149-ve2397
3999,gunfire,d7538-hw2379
4000,improvised explosive device,d7540-ke2230
4001,gunfire,k19132-bz2371
4002,roadside bomb,k19133-hd2296
4003,drive-by shooting,k19127-dn2332
4004,drive-by shooting,k19127-uz2349
4005,gunfire,k19123-zc2403
4006,roadside bomb,k19124-sw2328
4007,gunfire,k19125-xr2274
4008,gunfire,k19111-ed2348
4009,gunfire,k19106-hf2186
4010,gunfire,k19106-fe2315
4011,light machine guns,k19107-hn2352
4012,light machine guns,k19107-zn2344
4013,gunfire,k19101-xm2377
4014,gunfire,k19101-kb2178
4015,gunfire,k19101-xb2307
4016,bombs round house,k19062-ur2270
4017,drive-by shooting,k19051-bk2303
4018,gunfire,k19053-fs2377
4019, died of wounds,k19053-fs2377
4020,gunfire or magnetic bomb,k19045-nv2287
4021,gunfire,d7456-ck2352
4022,gunfire,k19025-dw2393
4023,gunfire,k19027-sf2388
4024,gunfire,k19023-dx2323
4025,drive-by shooting,k19016-hc2407
4026,vegetable delivery truck bomb,k19021-bx2321
4027,drive-by shooting,k19010-nh2337
4028,gunfire,d7454-nh2353
4029,gunfire,d7973-zc2275
4030,gunfire,k19001-vm2289
4031, executed,k19001-vm2289
4032,gunfire,k18997-uz2301
4033,magnetic bomb attached to car,d8040-dh2330
4034,drive-by shooting,k18991-sk2375
4035,bombs near houses,k18985-hn2400
4036,bombs near houses,k18985-zn2296
4037,bombs near houses,k18985-sd2371
4038,bombs near houses,k18985-ed2300
4039,bombs near houses,k18985-dm2367
4040,roadside bomb,k18981-bk2327
4041,bombs,k18975-xc2218
4042,strangled,k18969-kr2335
4043,gunfire,k18968-dh2170
4044,gunfire,k18968-nb2214
4045,gunfire,k18968-kn2413
4046,gunfire,k18968-nd2396
4047,drive-by shooting,k18951-fs2393
4048,gunfire,k18948-xb2331
4049, executed,k18948-xb2331
4050,gunfire,k18948-kd2400
4051, executed,k18948-kd2400
4052,bomb at house,k18939-xz2384
4053,roadside or magnetic bomb,k18942-ke2246
4054,roadside or magnetic bomb,k18942-nf2367
4055,tortured,d7441-nw2317
4056,gunfire,k18925-dw2377
4057, roadside bomb,k18925-dw2377
4058,gunfire,k18925-zx2295
4059, roadside bomb,k18925-zx2295
4060,gunfire or car bomb?,d7905-sk2263
4061,car bomb,k18924-ec2178
4062,bombs near house,k18917-hs2324
4063,bombs near house,k18917-uc2356
4064,grenade or roadside bomb,k18906-kf2278
4065,roadside bomb,k18908-bx2337
4066,roadside bomb,k18908-xk2282
4067,gunfire,k18902-fb2270
4068,stabbed or gunfire,k18903-hu2325
4069,stabbed,k18904-fd2340
4070, beaten,k18904-fd2340
4071,stabbed,k18898-uw2367
4072,stabbed,k18898-dn2300
4073,stabbed,k18898-uz2317
4074,stabbed,k18898-sa2246
4075,roadside bomb,k18889-ed2316
4076,magnetic bomb attached to car,k18890-vc2234
4077,magnetic bomb attached to car,k18894-sr2293
4078,gunfire,k18886-sd2355
4079,stabbed,k18880-fs2401
4080,-,k18860-dv2291
4081,gunfire,k18861-ue2162
4082,gunfire,k18862-dz2361
4083,magnetic bomb attached to car,k18866-ec2170
4084,drive-by shooting,k18857-sz2365
4085,gunfire,d7426-fv2381
4086,kidnapped,d7439-ef2411
4087, executed,d7439-ef2411
4088,-,k18854-uc2380
4089,gunfire,k18855-sv2287
4090, executed,k18855-sv2287
4091,gunfire,k18849-fd2348
4092,gunfire,k18828-fe2339
4093,suicide bomber,k18835-ed2308
4094,gunfire,k18819-fm2408
4095,strangled,k18820-hw2323
4096,drive-by shooting,k18815-fn2194
4097,magnetic bomb attached to car,k18816-hx2393
4098,bomb in house,k18808-xk2042
4099,bomb in house,k18808-bw1915
4100,gunfire,k18795-kx1997
4101,bombs round house,k18797-kw1919
4102,bombs round house,k18797-bn2058
4103,bombs round house,k18797-nh1985
4104,roadside bomb,k18798-bv1977
4105,drive-by shooting,k18810-hm2046
4106,gunfire,d7622-hf2338
4107,gunfire,d7622-fe2211
4108,gunfire,d7622-hn2264
4109,drive-by shooting,k18770-dz1961
4110,bombs in house,k18771-zs1940
4111,bombs in house,k18771-xe2023
4112,bombs in house,k18771-za2158
4113,bombs in house,k18771-xa1957
4114,landmine,k18766-fb2054
4115,roadside bomb or bomb attached to vehicle,k18767-hu1997
4116,roadside bomb,k18760-hv1931
4117,gunfire,k18761-xd2062
4118,beaten and choked,k18732-ck1968
4119,magnetic bomb attached to car or motorcycle,k18734-hm2062
4120,magnetic bomb attached to car,k18736-fz1927
4121,gunfire,k18727-fh1919
4122,gunfire,k18729-bx1985
4123,magnetic bomb attached to car,k18722-fd1988
4124,gunfire,k18717-bn2042
4125,gunfire,k18715-es2078
4126,gunfire,k18715-sr2005
4127,gunfire,k18715-zc1955
4128,improvised explosive device,d7951-fm2240
4129,improvised explosive device,d7951-hw2171
4130,gunfire,k18678-ea1952
4131,gunfire,k18679-dx2011
4132,throats cut,k18680-zx2015
4133, executed,k18680-zx2015
4134,gunfire,k18655-em2028
4135,bombs at house,k18659-es2070
4136,magnetic bomb attached to car,k18643-kz1979
4137,gunfire,k18646-fn2098
4138,gunfire,k18646-hx1913
4139,gunfire,k18646-fm1928
4140,magnetic bomb attached to car,k18651-nf1991
4141,improvised explosive device,d7949-bc2244
4142,improvised explosive device,d7949-nv2167
4143,improvised explosive device,d7949-fn2298
4144,gunfire,k18620-zx2023
4145,gunfire,k18620-sf1940
4146,magnetic bomb attached to car,k18623-ua2027
4147,gunfire,k18624-eb1953
4148,gunfire,k18610-sv2007
4149,gunfire,k18614-ue2138
4150,magnetic bomb attached to car,k18615-dz1937
4151,gunfire,k18619-dw1945
4152,gunfire,k18605-bn2090
4153,gunfire,k18605-nh2017
4154,gunfire,k18605-bh2000
4155,gunfire,k18605-nk1963
4156,gunfire,k18599-ns2008
4157,magnetic bomb attached to car,k18590-em1972
4158,gunfire,k18592-sk1927
4159,gunfire,d7946-xz2248
4160,gunfire,d7946-kz2163
4161,gunfire,k18582-kr2015
4162, hand grenades,k18582-kr2015
4163,gunfire,k18582-xv2146
4164, hand grenades,k18582-xv2146
4165,gunfire,k18582-xz1944
4166, hand grenades,k18582-xz1944
4167,gunfire,d7395-bk2367
4168,gunfire,k18575-xa1925
4169,gunfire,d7944-kr2159
4170,gunfire,d7944-xv2290
4171,gunfire,k18566-sz1933
4172,magnetic bomb attached to car,k18564-bv2001
4173,gunfire,k18576-ea1904
4174,gunfire,d7942-nb2294
4175,gunfire,k18550-vc2050
4176,landmine,k18552-es2054
4177,gunfire,k18553-zc1915
4178,roadside bomb,k18549-vu1976
4179,gunfire,k18544-zn1968
4180,drive-by shooting,k18541-nx1964
4181,gunfire or roadside bomb,k18521-db2106
4182,car bombs,k18528-ef1971
4183,bombs,k18530-kn1957
4184,bombs,k18530-nd1940
4185,bombs,k18530-kr2023
4186,gunfire,k18499-bh2016
4187,gunfire,k18491-ns2024
4188, executed,k18491-ns2024
4189,gunfire,k18497-nh2001
4190,stabbed,k18490-ks2009
4191,magnetic bomb attached to car,k18486-dv1971
4192,improvised explosive device,d7941-ve2277
4193,improvised explosive device,d7941-xf2350
4194,stoned,k18650-dm1943
4195, gunfire,k18650-dm1943
4196, beaten,k18650-dm1943
4197,drive-by shooting,k18478-fw2021
4198,rifles,k18465-ed1988
4199, hand grenades,k18465-ed1988
4200,gunfire,k18470-em1996
4201,gunfire,k18470-sk1903
4202,gunfire,k18470-es2038
4203,drive-by shooting,k18458-fs1961
4204,improvised explosive device,d7937-sb2342
4205,body of fish seller found stabbed,k18454-kb2154
4206,police gunfire,k18456-bd1965
4207,drive-by shooting,k18448-bu2134
4208,drive-by shooting,k18451-hw2003
4209,roadside bomb,k18452-nw1957
4210,roadside bomb,k18452-ke2158
4211,roadside bomb,k18452-nf2023
4212,roadside bomb,k18452-ka1940
4213,improvised explosive device,d7936-ea2272
4214,improvised explosive device,d7935-zs2276
4215,improvised explosive device,d7935-xe2199
4216,magnetic bomb attached to car,k18437-dv1979
4217,gunfire,k18434-fz1975
4218,gunfire,k18435-uc1924
4219,magnetic bomb attached to car,d7934-dv2195
4220,magnetic bomb attached to car,d7934-ue2322
4221,drive-by shooting,k18429-kf2102
4222,gunfire,k18443-nb2142
4223, executed,k18443-nb2142
4224,gunfire,k18450-fm1960
4225, executed,k18450-fm1960
4226,gunfire,d7933-sz2269
4227,gunfire,d7933-ev2280
4228,magnetic bomb attached to car,d7931-hs2172
4229,stabbed,k18562-nk1955
4230,improvised explosive devices,d7930-ck2168
4231,drive-by shooting,k18416-sc2142
4232,drive-by shooting,k18414-su1956
4233,drive-by shooting,k18406-xr2130
4234,hand grenades,k18407-uw1999
4235,gunfire,k18394-sd2019
4236,gunfire,k18394-zu2146
4237,gunfire,k18388-nw1981
4238,gunfire,k18393-hn1984
4239,gunfire,k18393-zn1944
4240,kidnapped,d7335-xb2387
4241, gunfire,d7335-xb2387
4242, stabbed,d7335-xb2387
4243, tortured,d7335-xb2387
4244, executed,d7335-xb2387
4245,kidnapped,d7335-xb2387
4246, gunfire,d7335-xb2387
4247, stabbed,d7335-xb2387
4248, tortured,d7335-xb2387
4249, executed,d7335-xb2387
4250,gunfire,k18380-xv2050
4251,gunfire,k18383-kv1993
4252,bombs round house,k18385-kz1923
4253,bombs round house,k18385-bu2062
4254,bombs round house,k18385-hr1989
4255,bombs round house,k18385-bc1972
4256,bombs round house,k18385-nv1927
4257,gunfire,k18386-fn2058
4258,gunfire,k18386-hx1985
4259,gunfire,k18386-fm1968
4260,magnetic bomb attached to car,k18390-kb2034
4261,drive-by shooting,k18370-vn1943
4262,drive-by shooting,k18370-xw2020
4263,gunfire,k18372-xf2078
4264,gunfire,k18372-ef1947
4265,gunfire,k18362-zs2004
4266, executed,k18362-zs2004
4267,bombs round houses,k18369-ds2024
4268,bombs round houses,k18369-eb2009
4269,bombs round houses,k18369-db2066
4270,drive-by shooting,k18373-df2016
4271,drive-by shooting,k18356-bw1971
4272,improvised explosive device,d10523-dc2869
4273,gunfire,d7927-bv2177
4274,gunfire,k18328-em1948
4275,gunfire,k18328-sk2015
4276,gunfire,k18321-sd2027
4277,gunfire,k18321-zu2154
4278,gunfire,k18323-sx1953
4279,drive-by shooting,k18327-xn1961
4280,drive-by shooting,k18298-kf2118
4281,dismembered body found,k18292-uw2015
4282, executed,k18292-uw2015
4283,gunfire,k18285-vc2138
4284,gunfire,k18285-xn1937
4285,gunfire,k18286-em1956
4286,gunfire,k18271-fm1984
4287,drive-by shooting,k18253-fv1933
4288,gunfire,d7922-xd2366
4289,gunfire,d7922-kx2165
4290,gunfire,k18251-bx1929
4291,gunfire,k18252-bw1987
4292,gunfire,k18231-sk1999
4293,kidnapped,d7497-nm2186
4294, executed,d7497-nm2186
4295,gunfire,k18227-dc1941
4296,gunfire,k18225-bk1919
4297,gunfire,k18215-nw1989
4298,magnetic bomb attached to car,k18206-kz1915
4299,magnetic bomb attached to car,k18205-xz1984
4300,gunfire,k18199-xw2012
4301,gunfire,k18199-ve2029
4302,gunfire,k18199-xf2086
4303,gunfire,k18199-ef1955
4304,gunfire,k18199-df2008
4305,gunfire,k18208-hr1981
4306, executed,k18208-hr1981
4307,gunfire,k18208-bc1996
4308, executed,k18208-bc1996
4309,magnetic bomb attached to car,k18196-sb2094
4310, roadside bomb,k18196-sb2094
4311,magnetic bomb attached to car,k18197-db2090
4312,gunfire or magnetic bomb attached to car,k18189-zx1959
4313,gunfire,k18179-dz2001
4314,magnetic bomb attached to car,k18172-zv2078
4315,magnetic bomb attached to car,k18155-nk2027
4316,drive-by shooting,k18161-hd1960
4317,drive-by shooting,k18162-kf2134
4318,,d7311-dv2371
4319,gunfire,k18148-ns1944
4320,drive-by shooting,k18149-hv2019
4321,gunfire,k18150-xd2150
4322,gunfire,k18153-kw2015
4323, executed,k18153-kw2015
4324,roadside bomb,k18138-xu1920
4325,magnetic bomb attached to car,k18143-sc2110
4326,drive-by shooting,k18144-nm2146
4327,gunfire,k18128-xn1921
4328,gunfire,k18132-sr1925
4329,magnetic bomb attached to car,k18134-sw1928
4330,magnetic bomb attached to car,k18120-hn2016
4331,magnetic bomb attached to car,k18111-nf1935
4332,gunfire,k18113-xm2009
4333,gunfire,k18114-kb2066
4334,gunfire,k18116-bd2005
4335,magnetic bomb attached to car,k18117-nz2078
4336,magnetic bomb attached to car,k18118-bk1943
4337,gunfire,k18107-bc2004
4338,roadside bomb,k18088-hu1965
4339,gunfire,k18092-hz2138
4340,bombs at house,k18087-bn2146
4341,bombs at house,k18087-nh1961
4342,gunfire,k18083-eu1917
4343,gunfire,k18081-xc2098
4344, executed,k18081-xc2098
4345,drive-by shooting,k18072-dm1991
4346,magnetic bomb attached to car,k18075-vu1912
4347,gunfire,k18077-es2118
4348,gunfire,k18076-xh1987
4349,gunfire,k18076-vc2114
4350,gunfire,k18076-xn1929
4351,gunfire,k18076-em1916
4352,gunfire,k18076-sk1983
4353,gunfire,d12842-xk3690
4354,gunfire,d12842-bw3563
4355,gunfire,k18058-dh2034
4356,gunfire or roadside bomb,k18062-kv2017
4357,gunfire,k18063-bu2086
4358,gunfire,k18063-hr2029
4359,gunfire,k18054-dx1923
4360,roadside bombs,k18057-zw1973
4361,gunfire,k18047-zv2062
4362,gunfire,k18032-hd1944
4363, bodies burnt in car,k18032-hd1944
4364,gunfire,k18032-fw1965
4365, bodies burnt in car,k18032-fw1965
4366,bombs at house,k18033-kf2150
4367,gunfire,k18034-kh1948
4368,gunfire,k18029-sc2126
4369,magnetic bomb attached to car,k18030-ks1945
4370,bombs near house,k18019-kd2008
4371,bombs near house,k18019-bd2021
4372,bombs near house,k18019-nz2094
4373,roadside bomb,k18015-ef1931
4374,gunfire,k18031-bz2019
4375, executed,k18031-bz2019
4376,gunfire,k18011-vn1927
4377, executed,k18011-vn1927
4378,gunfire,k18002-sf1980
4379,gunfire,k18003-zw1997
4380,drive-by shooting,k17988-kf2158
4381,gunfire,k17982-em1932
4382,magnetic bomb attached to car,k17981-xn1913
4383,gunfire,k17969-hr2013
4384,gunfire,k17971-nv1935
4385,bombs at house,k17973-hx2009
4386,bombs at house,k17973-fm2024
4387,gunfire,k17959-sb2062
4388,magnetic bomb attached to car,k17960-ua1931
4389,gunfire,k17947-dv1915
4390,gunfire,k17954-ec2034
4391,gunfire,k17943-hm1918
4392,magnetic bomb attached to car,k17945-sz1973
4393,gunfire,k17939-kf1910
4394,gunfire,k17939-fh2031
4395,drive-by shooting,k17940-bx2097
4396,knife attack,k17926-ek2071
4397,car bomb,k17928-sc1950
4398,gunfire,k17922-xr1938
4399,bombs at house,k17923-uw2063
4400,bombs at house,k17923-dn2156
4401,gunfire,k17912-ed2140
4402,bomb attached to car or door,k17913-dm2079
4403,gunfire,k17904-nz1982
4404,gunfire,k17906-fs2033
4405,drive-by shooting,k17900-xm2041
4406,drive-by shooting,k17900-kb1970
4407,gunfire,k17882-xv1986
4408,gunfire,k17872-vn2135
4409,gunfire,k17868-ua2131
4410,gunfire,k17858-sz2093
4411,drive-by shooting,k17854-fz2031
4412,US gunfire,k17847-hz1914
4413,suicide car bomb,k17852-kf1918
4414,suicide car bomb,k17852-fh2039
4415,suicide car bomb,k17852-kh2116
